1.108939000000000000e+06,2.575300000000000000e+04,5.160988411481808313e-01
1.108939000000000000e+06,2.387200000000000000e+06,4.784221054886398372e-01
1.108939000000000000e+06,5.291621000000000000e+06,4.743883860473014913e-01
1.108939000000000000e+06,7.804766000000000000e+06,4.736438277590882540e-01
1.108939000000000000e+06,2.846462000000000000e+06,4.718602424943374452e-01
1.108939000000000000e+06,5.803262000000000000e+06,4.639275061980210890e-01
1.108939000000000000e+06,4.016943000000000000e+06,4.578682670455939130e-01
1.108939000000000000e+06,1.889170000000000000e+06,4.576358122008880036e-01
1.108939000000000000e+06,4.390191000000000000e+06,4.567248752325612227e-01
1.108939000000000000e+06,5.163856000000000000e+06,4.551905293134322905e-01
1.108939000000000000e+06,7.724054000000000000e+06,4.447191368060909866e-01
1.108939000000000000e+06,2.834911000000000000e+06,4.441189626143357549e-01
1.108939000000000000e+06,7.000936000000000000e+06,4.294132025383851081e-01
1.108939000000000000e+06,3.647358000000000000e+06,4.276276292962640224e-01
1.108939000000000000e+06,8.096932000000000000e+06,4.240328959210155624e-01
1.108939000000000000e+06,8.596282000000000000e+06,4.228407454899715257e-01
1.108939000000000000e+06,8.725053000000000000e+06,4.204381411090173937e-01
1.108939000000000000e+06,7.919347000000000000e+06,4.195402355461879673e-01
1.108939000000000000e+06,3.529234000000000000e+06,4.178082385632949092e-01
1.108939000000000000e+06,3.499836000000000000e+06,4.163608185108087500e-01
1.108939000000000000e+06,7.025970000000000000e+05,4.142957858328132903e-01
1.108939000000000000e+06,7.651010000000000000e+06,4.138515569576456388e-01
1.108939000000000000e+06,6.612385000000000000e+06,4.121994495877341347e-01
1.108939000000000000e+06,4.631244000000000000e+06,4.116084243031585821e-01
1.108939000000000000e+06,4.078352000000000000e+06,4.093562037822646715e-01
1.108939000000000000e+06,6.521246000000000000e+06,4.090195710409962881e-01
1.108939000000000000e+06,3.758640000000000000e+05,4.073695201747027927e-01
1.108939000000000000e+06,8.661642000000000000e+06,4.060909691504144825e-01
1.108939000000000000e+06,2.834919000000000000e+06,4.047259688027957103e-01
1.108939000000000000e+06,6.238857000000000000e+06,4.034354801130185519e-01
1.108939000000000000e+06,5.318841000000000000e+06,4.008820873774592841e-01
1.108939000000000000e+06,2.420560000000000000e+05,4.005576041772880291e-01
1.108939000000000000e+06,4.016944000000000000e+06,4.003089579396702513e-01
1.108939000000000000e+06,3.506104000000000000e+06,4.001672828078751132e-01
1.108939000000000000e+06,6.669588000000000000e+06,4.000682943437485761e-01
1.108939000000000000e+06,1.406041000000000000e+06,3.998781553539922373e-01
1.108939000000000000e+06,6.807723000000000000e+06,3.965878725847312714e-01
1.108939000000000000e+06,3.529237000000000000e+06,3.955281025616896873e-01
1.108939000000000000e+06,3.899055000000000000e+06,3.945896634305315898e-01
1.108939000000000000e+06,8.172843000000000000e+06,3.915052216377061245e-01
1.108939000000000000e+06,1.851519000000000000e+06,3.888599563910405399e-01
1.108939000000000000e+06,7.329472000000000000e+06,3.881691910631708264e-01
1.108939000000000000e+06,6.273537000000000000e+06,3.879179059647298033e-01
1.108939000000000000e+06,6.405188000000000000e+06,3.878317970042130525e-01
1.108939000000000000e+06,1.382796000000000000e+06,3.862271149305636087e-01
1.108939000000000000e+06,7.814529000000000000e+06,3.861957278008528172e-01
1.108939000000000000e+06,1.884355000000000000e+06,3.851346576811560118e-01
1.108939000000000000e+06,1.240073000000000000e+06,3.841356072159331503e-01
1.108939000000000000e+06,5.152544000000000000e+06,3.833645135287891414e-01
1.108939000000000000e+06,8.088001000000000000e+06,3.825445140044418380e-01
1.108939000000000000e+06,4.881065000000000000e+06,3.822713277272296040e-01
1.108939000000000000e+06,4.222731000000000000e+06,3.822484153085813907e-01
1.108939000000000000e+06,5.617396000000000000e+06,3.813620880225948584e-01
1.108939000000000000e+06,5.807716000000000000e+06,3.788735000243123041e-01
1.108939000000000000e+06,4.799672000000000000e+06,3.781754544667911833e-01
1.108939000000000000e+06,3.865302000000000000e+06,3.777511360317128974e-01
1.108939000000000000e+06,6.871640000000000000e+06,3.771357200346567295e-01
1.108939000000000000e+06,8.596284000000000000e+06,3.764780864032237218e-01
1.108939000000000000e+06,2.834913000000000000e+06,3.759748751944839706e-01
1.108939000000000000e+06,4.251218000000000000e+06,3.754288396123088845e-01
1.108939000000000000e+06,3.308900000000000000e+06,3.748675757730251523e-01
